-3.237197113037109375e+01 3.005393409729003906e+01 -3.769731521606445312e+01
-3.990124130249023438e+01 3.179594612121582031e+01 -3.652872848510742188e+01
-2.772987937927246094e+01 3.104751205444335938e+01 -2.996357917785644531e+01
-3.842306518554687500e+01 2.948315429687500000e+01 -3.476621627807617188e+01
-3.877812957763671875e+01 3.313290786743164062e+01 -3.871925735473632812e+01
-3.212237930297851562e+01 3.155231094360351562e+01 -3.639272308349609375e+01
-4.108669662475585938e+01 2.681711769104003906e+01 -3.104201698303222656e+01
-3.544172668457031250e+01 3.004658126831054688e+01 -3.340576171875000000e+01
-3.731760025024414062e+01 3.582341384887695312e+01 -3.865790939331054688e+01
-2.898405647277832031e+01 3.085249137878417969e+01 -3.270485305786132812e+01
-3.204431152343750000e+01 3.801588821411132812e+01 -3.491305160522460938e+01
-3.727083206176757812e+01 3.281504058837890625e+01 -3.819814682006835938e+01
-3.307378005981445312e+01 3.153441429138183594e+01 -3.791051101684570312e+01
-3.177228736877441406e+01 2.837515449523925781e+01 -3.610486221313476562e+01
-2.888973236083984375e+01 2.942324256896972656e+01 -3.179833602905273438e+01
-3.238245773315429688e+01 2.782149124145507812e+01 -2.485887145996093750e+01
-3.841779708862304688e+01 3.212918472290039062e+01 -3.760092926025390625e+01
-3.810963439941406250e+01 3.002502059936523438e+01 -3.592863464355468750e+01
-3.093270683288574219e+01 3.073003578186035156e+01 -3.293574523925781250e+01
-2.675304031372070312e+01 2.944364356994628906e+01 -2.504625892639160156e+01
-3.661558151245117188e+01 3.680763244628906250e+01 -3.956970977783203125e+01
-3.661629486083984375e+01 3.002316284179687500e+01 -3.025551986694335938e+01
-3.904761886596679688e+01 2.915682220458984375e+01 -3.056739425659179688e+01
-2.844489669799804688e+01 3.374820327758789062e+01 -3.123776817321777344e+01
-3.246459579467773438e+01 2.796013069152832031e+01 -3.708145141601562500e+01
-3.652298355102539062e+01 2.999351882934570312e+01 -3.363937377929687500e+01
-3.989229583740234375e+01 3.192029571533203125e+01 -3.342309188842773438e+01
-2.862756919860839844e+01 3.213762283325195312e+01 -3.208496475219726562e+01
-3.838348388671875000e+01 3.536413955688476562e+01 -3.960256195068359375e+01
-3.685877227783203125e+01 3.158868026733398438e+01 -3.570582199096679688e+01
-3.565313720703125000e+01 3.654453277587890625e+01 -3.814856719970703125e+01
-3.905086898803710938e+01 3.305488204956054688e+01 -3.750857925415039062e+01
-3.174569320678710938e+01 2.996030426025390625e+01 -3.495434188842773438e+01
-3.453930282592773438e+01 3.192016029357910156e+01 -3.541801834106445312e+01
-3.390361022949218750e+01 3.081808662414550781e+01 -3.087359809875488281e+01
-3.263769912719726562e+01 2.862509346008300781e+01 -3.737676239013671875e+01
-2.661064720153808594e+01 3.200294876098632812e+01 -2.658467674255371094e+01
-3.329276275634765625e+01 3.709544372558593750e+01 -3.663471603393554688e+01
-3.618971252441406250e+01 2.971277809143066406e+01 -3.480304336547851562e+01
-2.874313735961914062e+01 3.243724441528320312e+01 -2.955412292480468750e+01
-4.028796386718750000e+01 3.260806274414062500e+01 -3.539849472045898438e+01
-3.925521087646484375e+01 3.250202178955078125e+01 -3.818070602416992188e+01
-2.989965820312500000e+01 3.022940063476562500e+01 -3.213779830932617188e+01
-3.592796325683593750e+01 3.093079185485839844e+01 -3.396885299682617188e+01
-3.913426589965820312e+01 3.110424041748046875e+01 -3.622622299194335938e+01
-3.747620010375976562e+01 3.036874961853027344e+01 -3.421001434326171875e+01
-3.841207885742187500e+01 3.142880630493164062e+01 -3.524274444580078125e+01
-4.205984878540039062e+01 2.554164314270019531e+01 -3.095051765441894531e+01
-3.395089721679687500e+01 2.711634254455566406e+01 -3.602664184570312500e+01
-3.782874298095703125e+01 3.345699691772460938e+01 -3.866014099121093750e+01
-2.786900711059570312e+01 2.959253501892089844e+01 -3.040780448913574219e+01
-3.712770462036132812e+01 3.433265686035156250e+01 -3.763417816162109375e+01
-3.184951019287109375e+01 3.344358062744140625e+01 -3.878921890258789062e+01
-3.551305770874023438e+01 3.031406593322753906e+01 -3.188245010375976562e+01
-2.781531715393066406e+01 3.058840942382812500e+01 -2.754877281188964844e+01
-2.965406799316406250e+01 3.162874221801757812e+01 -3.057001495361328125e+01
-2.870708656311035156e+01 3.091964149475097656e+01 -3.126339721679687500e+01
-3.251026535034179688e+01 3.070563697814941406e+01 -3.626869201660156250e+01
-3.379853439331054688e+01 3.205794525146484375e+01 -3.869562530517578125e+01
-3.094576835632324219e+01 2.891785049438476562e+01 -3.509576416015625000e+01
-3.791934585571289062e+01 3.452688217163085938e+01 -3.889378356933593750e+01
-3.420331573486328125e+01 3.095981979370117188e+01 -3.355310058593750000e+01
-3.311725616455078125e+01 3.082236099243164062e+01 -3.713260650634765625e+01
-3.258764266967773438e+01 3.576411819458007812e+01 -3.498267364501953125e+01
-2.986905097961425781e+01 3.228590774536132812e+01 -3.296781158447265625e+01
-3.927296829223632812e+01 2.998658561706542969e+01 -3.521195602416992188e+01
-3.813498306274414062e+01 3.147414779663085938e+01 -3.692301177978515625e+01
-3.642856216430664062e+01 3.301819610595703125e+01 -3.711112213134765625e+01
-3.990772628784179688e+01 3.114009475708007812e+01 -3.525474166870117188e+01
-4.091367340087890625e+01 2.653799438476562500e+01 -2.971291351318359375e+01
-2.740334510803222656e+01 3.440766525268554688e+01 -2.970837020874023438e+01
-3.099717903137207031e+01 2.951173782348632812e+01 -3.601403427124023438e+01
-3.132422256469726562e+01 3.427021789550781250e+01 -3.256118392944335938e+01
-3.820595169067382812e+01 3.273398208618164062e+01 -3.663537216186523438e+01
-4.128853988647460938e+01 2.812512969970703125e+01 -3.221510314941406250e+01
-3.843655014038085938e+01 3.397391128540039062e+01 -3.802836990356445312e+01
-3.982472229003906250e+01 3.350698852539062500e+01 -3.838684844970703125e+01
-3.263082885742187500e+01 3.073290634155273438e+01 -3.478693389892578125e+01
-2.912655448913574219e+01 3.687330245971679688e+01 -3.149880790710449219e+01
-3.180761528015136719e+01 3.077248954772949219e+01 -3.590526962280273438e+01
-3.905999374389648438e+01 3.223524856567382812e+01 -3.690457916259765625e+01
-3.771595001220703125e+01 3.011843681335449219e+01 -3.244730377197265625e+01
-3.706697082519531250e+01 2.962249183654785156e+01 -3.507355117797851562e+01
-4.219630813598632812e+01 2.677002334594726562e+01 -3.193939590454101562e+01
-3.956779098510742188e+01 3.196935462951660156e+01 -3.762906646728515625e+01
-3.527484130859375000e+01 3.246096038818359375e+01 -3.807665634155273438e+01
-2.946511077880859375e+01 3.071546554565429688e+01 -3.164669799804687500e+01
-3.870127105712890625e+01 3.406924438476562500e+01 -3.935040664672851562e+01
-3.514460754394531250e+01 2.862172698974609375e+01 -3.572417831420898438e+01
-3.817605590820312500e+01 3.279584503173828125e+01 -3.801613235473632812e+01
-4.026940155029296875e+01 3.288755798339843750e+01 -3.718412780761718750e+01
-3.473900985717773438e+01 3.798746871948242188e+01 -3.908108520507812500e+01
-3.871651840209960938e+01 3.061536788940429688e+01 -3.434426498413085938e+01
-2.977932929992675781e+01 3.065309906005859375e+01 -3.348918914794921875e+01
-4.043223571777343750e+01 2.993445014953613281e+01 -3.299612808227539062e+01
-3.518087387084960938e+01 3.440495681762695312e+01 -3.458892822265625000e+01
-2.684633064270019531e+01 3.279080963134765625e+01 -2.894300270080566406e+01
-3.161234664916992188e+01 3.055088996887207031e+01 -2.743063354492187500e+01
-3.112141418457031250e+01 3.074882125854492188e+01 -3.409699249267578125e+01
-3.714550399780273438e+01 3.208015441894531250e+01 -3.752523422241210938e+01
